Shelfmark,Title,Dates,Language,Links
Harley MS 2833,"Vulgate Bible, volume 1, Genesis to Job",3rd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059311452.0x000001
Harley MS 2834,"The second volume of a Vulgate in two parts, containing the Book of Proverbs to the Book of Revelation",3rd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059312949.0x000001
Harley MS 2886,"Collectio Dacheriana, with marginalia",4th quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056044820.0x000001
Harley MS 2892,"Fragment of a pontifical, the Canterbury Benedictional",1st-3rd quarter of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100101103233.0x000001
Harley MS 2895,Psalter ('La Charité Psalter'),4th quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056045318.0x000001
Harley MS 2897,Breviary (the 'Breviary of John the Fearless and Margaret of Bavaria'),c 1410-c 1440,French; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100161511640.0x000001
Harley MS 2905,Psalter,1st quarter of the 13th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056045764.0x000001
Harley MS 2915,"Book of Hours, Use of Sarum",c. 1440-c. 1460,"French, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165167290.0x000001
Harley MS 2920,"Collection of texts relating to the order of service, made for an Italian house of Poor Clares",1518-3rd quarter of the 16th century,Italian; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100181358934.0x000001
Harley MS 2928,"Psalter; Expositio Hymnorum; an Old Occitan translation of the Gospel of St John (Chapters 13 to 17); a Benediction in verse; Alcuin, De Laude Psalmorum; the canon Si Quis Suadente from the II Lateran Council (1139)",1st half of the 12th century,"Latin; Occitan, Old",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056046705.0x000001
Harley MS 2939,"Obituary calendar of the Augustinian convent of St Margaret in Gouda; Rule of St Augustine; Sermon of Bernard of Clairvaux; Usuard, Martyrology; Hugh of Saint-Victor, Expositio in Regulam S. Augustini",3rd quarter of the 15th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165167455.0x000001
Harley MS 2961,Leofric Collectar,1050-1072,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100058097479.0x000001
Harley MS 2965,The Book of Nunnaminster,late 8th to 1st quarter of 10th century,"English, Old; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100058098397.0x000001
Harley MS 2975,Breviary,2nd half of the 15th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165167588.0x000001
Harley MS 2991,"Gregorian sacramentary, with benedictions",4th quarter of the 9th century-1st quarter of the 10th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056047450.0x000001
Harley MS 2992,Gregorian sacramentary,Late 9th century- Early 10th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056047954.0x000001
Harley MS 3008,"Augustine of Hippo, De Medela animae and Tractatus ex Epistola Sancti Johannis; Passio Altera Sancti Andreae Apostoli",4th quarter of the 10th century-1st quarter of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100064374770.0x000001
Harley MS 3009,"Gregory the Great, Dialogi; Pseudo- Jerome, Quindecim Signa ante Iudicium; Alcuin of York, Interpretationes Nominum Hebraicorum Progenitorum Iesu Christ",4th quarter of the 12th century - 1st quarter of the 13th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059344413.0x000001
Harley MS 3012,"Augustine of Hippo, De quantitate animae; Sedulius, Carmen Paschale; Pseudo-Jerome, In Apocalypsim",2nd quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056048276.0x000001
Harley MS 3013,"Aldhelm of Sherborne, Epistola ad Ehfridum; Aldhelm of Sherborne, De laudibus virginitatis",2nd or 3rd quarter of the 12th century,"English, Old; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056048539.0x000001
Harley MS 3020,"Bede, Homiliae in Evangelia; Bede, Historia Abbatum; Vita Sanctissimi Ceolfridi; Vite Sanctorum; Paul the Deacon of Naples translation of Eutychianus' Theophili Actus including a fragment of a Troper; a sequence and responsory with musical notation",10th century- 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059909805.0x000001
Harley MS 3023,"Prudentius, Cathemerinon, Peristephanon and part of Hamartigenia; anonymous explanation of poetic metres and letter on the death of Sigon, abbot of Saint-Florent de Saumur; letters by and from Berengar of Tours and Fulbert of Chartres",4th quarter of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062420949.0x000001
Harley MS 3026,"Pseudo-Haimo of Halberstadt, Super Apocalypsim expositio",10th century- 1st quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056049564.0x000001
Harley MS 3027,"Augustine of Hippo (and Pseudo- Augustine), various theological works; Prosper of Aquitaine, Pro Augustino responsiones ad capitula obiectionum Vincentianarum; sermon collection with texts by Pseudo-Augustine, Pseudo- Eusebius and Origen; Paulinus of…",2nd or 3rd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059344653.0x000001
Harley MS 3030,"Origen, Super Epistolam Pauli ad Romanos; St Jerome, Commentariorum In Epistolam Pauli ad Ephesios",2nd half of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056050254.0x000001
Harley MS 3033,"Gregory the Great, Moralia in Job, imperfect",3rd quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100061385603.0x000001
Harley MS 3034,"Isidore of Seville, Etymologiae (excerpts); St Augustine of Hippo, Enchiridion; Candidus Wizo, Sermons and Opusculum de passione domini",1st quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056051844.0x000001
Harley MS 3044,"St Jerome, Epistulae and other works",2nd or 3rd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059345306.0x000001
Harley MS 3061,"Paschasius Radbertus, De corpore et sanguine domini; St Augustine of Hippo, Sermon 52; Lanfranc of Canterbury, De corpore et sanguine domini; Caesarius of Arles, De igne purgatorio",1st quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056052280.0x000001
Harley MS 3063,"Ambrosiaster, In Epistulam Beati Pauli ad Corinthios Secundam; Theodore of Mopsuestia, Commentarii in Epistulas Pauli Minores",4th quarter of the 8th century-1st quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056052551.0x000001
Harley MS 3072,"Servius, Commentary on Virgil's Eclogues; Sedulius, Carmen Paschale; Hymns; Arator, Historia Apostolica; Pirminius, sermons; Prudentius, Cathemerinon; Servius, Commentary on Georgics; Priscian, Institutio de Nomine et Pronomine et Verbo (imperfect)",3rd quarter of the 9th century-11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057809820.0x000001
Harley MS 3073,"Nicholas of Clairvaux, Sermons; Bernard of Clairvaux, Sermons; Adnotationes Elucidatoriae in Quosdam Psalmos David; Two offices with responsory, lections and sequences",4th quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056053092.0x000001
Harley MS 3079,Homiliary,2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059345912.0x000001
Harley MS 3080,"St Augustine, Confessiones",2nd half of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059346555.0x000001
Harley MS 3083,"St Ambrose, Epistulae, De Obitu Theodosii and De Nabuthe Jezraelita",4th quarter of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059346809.0x000001
Harley MS 3095,"Vita Boethii; Cassiodorus Senator, Anecdoton Holderi; Boethius, De consolatione philosophiae; Bovo II of Corvey, Commentary on Boethius's De consolatione philosophiae; Boethius, De consolatione philosophiae (excerpt); List of Byzantine offices;…",2nd quarter of the 10th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056053466.0x000001
Harley MS 3097,"St Jerome, Commentary on Daniel; Vita Sancti Nicholai Myrrensis; Folcard of Saint-Bertin, Vita Sancti Botulphi; Vitae Tancredi, Torhtredi and Tovae; De Translatione Sanctorum Qui in Thornensi Monasterio Requiescunt; Felix of Crowland, Vita Sancti…",4th quarter of the 11th century - 1st quarter of the 12th century,"Greek, Ancient; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100064375117.0x000001
Harley MS 3098,Liber Pancrisis,1160-1170,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062421264.0x000001
Harley MS 3104,"Hrabanus Maurus, Commentariorum in Matthaeum",2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056053840.0x000001
Harley MS 3107,"St Augustine, Epistolae",2nd or 3rd quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059347026.0x000001
Harley MS 3145,"Petrus Comestor, Pseudo-Petrus Comestor, Maurice of Sully, Geoffrey Babio, Sermones; Alain de Lille, De Sex Alis Cherubim; Isidore of Seville, Etymologiae (excerpt)",4th quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062421632.0x000001
Harley MS 3213,"Pseudo-Jerome, Commentary on the Gospel of St Matthew; Remigius of Auxerre, Commentary on the Gospel of St Mark; Christian of Stavelot, Expositio in Matthaeum; St Augustine, Sermo de corpore et sanguine Domini; patristic excerpts; St Augustine, Sermo…",1st half of the 11th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059347452.0x000001
Harley MS 3241,"Peter Lombard, Sententiae",4th quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059347692.0x000001
Harley MS 3250,Commentary on the Gospel of Matthew,2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059348122.0x000001
Harley MS 3253,"Peter Lombard, Collectanea in omnes Pauli apostoli Epistulas",2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062422353.0x000001
Harley MS 3376,Latin-Old English Glossary,975-1050,"English, Old; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100058098560.0x000001
Harley MS 3432,The Orcherd of Syon (Middle English translation of Catherine of Siena's Il Dialogo),1st quarter of the 15th century,"English, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165168150.0x000001
Harley MS 3441,"Justinian, Codex",1st quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059462600.0x000001
Harley MS 3509,"Cicero, De inventione; Boethius, Topica; Pseudo-Cicero, Rhetorica ad Herennium",12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100064919859.0x000001
Harley MS 3534,"Horace, Carmina, Epodae, Carmen saeculare, Ars poetica, Epistulae,Sermones",4th quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056054259.0x000001
Harley MS 3571,"A Life of the Virgin Mary and Christ, in Italian",1st half of the 15th century,Italian; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057740105.0x000001
Harley MS 3661,"The elections of abbesses of Holy Trinity Abbey, Caen",1482,"French; French, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100181359103.0x000001
Harley MS 3667,"Easter Table (imperfect); A letter from Dionysius Exiguus to Bonifatius on the date of Easter; Apuleian spheres and scientific diagrams; including Byrthferth of Ramsey's diagram; T-O world map; Abbo of Fleury, De Differentia Circuli et Spherae",2nd quarter of 12th century,"English, Old; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056054471.0x000001
Harley MS 3680,"Bede, Historia ecclesiastica gentis Anglorum; Cuthbert of Wearmouth, Epistola de obitu venerabilis Bedae; a tract on the conversion of Kent; Catalogus sanctorum qui in Anglia requiescunt, imperfect",1st quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059462788.0x000001
Harley MS 3707,"Baudri de Bourgueil, Historia peregrinationis Ierosolimitane (with a continuation by Lisiardus Turonensis); Petrus Alphonsi, Contra Judaeos dialogi",2nd half of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059463256.0x000001
Harley MS 3771,"Quintus Julius Hilarianus, Chronologia sive Libellus de mundi duratione; Fredegarius Scholasticus, Chronica",2nd quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056054567.0x000001
Harley MS 3826,"Alcuin, De orthographia; Bede, De orthographia; Abbo of Saint-Germain- des-Prés, Bella Parisiacae urbis; and other grammatical texts",late 10th- early 11th century,"English, Old; Greek, Ancient; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100058107372.0x000001
Harley MS 3828,Middle Dutch prayer-book,c 1440-c 1500,"Dutch, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165168470.0x000001
Harley MS 3845,Collectio Dacheriana,3rd quarter of the 9th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056055075.0x000001
Harley MS 3859,"Vegetius, De rei militari; Macrobius, Saturnalia; Pseudo-Sallust, Investiva in Ciceronem; Historia Brittonum and Annales Cambriae; Augustine, De heresibus; Solinus, Collectanea rerum memorabilium; Pseudo-Ovid, Cantus avium; De bestiis; Cosmographia;…",Early 12th century,Latin; Welsh,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056055489.0x000001
Harley MS 3860,History of the Kings of England and Scotland; L'estoire des Sept Sages de Rome; Le Château d'amour;Manuel des Péchés; Housebondrie,1st quarter of the 14th century,"Anglo- Norman; French, Old; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057740115.0x000001
Harley MS 3883,"Flavius Josephus, Antiquitates iudaicae",4th quarter of the 12th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059463724.0x000001
Harley MS 3895,Compilation of saints lives with devotions to saints,2nd half of the 12th century-1st quarter of the 13th century,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100062423307.0x000001
Harley MS 3904,"Peter Tudebode, Historia de Hierosolymitana itinere",1100-1110,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056056499.0x000001
Harley MS 3908,"Goscelin of Saint-Bertin, Vita Sancte Mildrethae; Lessons on the Gospel of St Luke; Mass and Office for the feast of St. Mildreth; Historia de Sancta Mildretha in music; Textus translationis Mildrethe; John of Bridlington, Prophetia; Prophecies of…",1st half of the 12th century-14th century,"French, Old; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100056056549.0x000001
Harley MS 3941/2,"Isidore of Seville, Etymologiae",9th century,Breton; Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057810379.0x000001
Harley MS 3954,"English miscellany with Mandeville's Travels, Piers Plowman, catechetical texts, and devotional poems.",1st half of the 15th century,"English, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057740181.0x000001
Harley MS 3974,"Aimoin of Fleury, Historia Francorum",c 1165-c 1170,Latin,https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100059464363.0x000001
Harley MS 3983,"Aimon de Varennes , Florimont; Chronicle of Rheims",1323,"French; French, Old",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057738113.0x000001
Harley MS 3992,"Jacques de Longuyon, Les Voeux du Paon",Mid 14th century,"French, Old",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100057738127.0x000001
Harley MS 4012,"Collection of religious prose and verse, including The Cleansing of Man's Soul; The Charter of Our Heavenly Heritage; The Mirror of Sinners; The Twelve Degrees of Meekness; Treatise on the Apostles' Creed; Mirror of St Edmund; The Syon Pardon; Lives…",1460s-1470s,"English, Middle; Latin",https://iiif.bl.uk/uv/#?manifest=https://bl.digirati.io/iiif/ark:/81055/vdc_100165168616.0x000001
